# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Tue Dec 14 14:04:00 2021
#
# User preference: *
#
# COLUMN pl_name:        Planet Name
# COLUMN pl_controv_flag: Controversial Flag
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au])
# COLUMN pl_masse:       Planet Mass [Earth Mass]
# COLUMN pl_bmasse:      Planet Mass or Mass*sin(i) [Earth Mass]
# COLUMN pl_dens:        Planet Density [g/cm**3]
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_insol:       Insolation Flux [Earth Flux]
# COLUMN pl_eqt:         Equilibrium Temperature [K]
# COLUMN st_spectype:    Spectral Type
# COLUMN st_teff:        Stellar Effective Temperature [K]
# COLUMN st_rad:         Stellar Radius [Solar Radius]
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_met:         Stellar Metallicity [dex]
# COLUMN st_lum:         Stellar Luminosity [log(Solar)]
# COLUMN st_logg:        Stellar Surface Gravity [log10(cm/s**2)]
# COLUMN st_age:         Stellar Age [Gyr]
# COLUMN st_dens:        Stellar Density [g/cm**3]
#
loc_rowid,pl_name,pl_controv_flag,pl_orbper,pl_orbsmax,pl_masse,pl_bmasse,pl_dens,pl_orbeccen,pl_insol,pl_eqt,st_spectype,st_teff,st_rad,st_mass,st_met,st_lum,st_logg,st_age,st_dens
10269,Kepler-1433 b,0,,,,,,,4505.30,,,5885.00,3.34,,,,,,
10270,Kepler-1433 b,0,4.13592927,,,,,,,,,,,,,,,,
10271,Kepler-1433 b,0,4.13590600,0.052000,,,,0.000000,,1184,,6152.00,0.99,1.08,,,4.48,0.300,
10272,Kepler-1433 b,0,4.13592271,,,,,,,,,6097.00,1.19,1.14,0.070,,4.34,3.020,
10273,Kepler-1433 b,0,4.13592271,0.052300,,,,0.000000,515.81,1215,,6164.00,1.04,1.11,-0.020,,4.45,,1.6558
10274,Kepler-1433 b,0,4.13592271,0.052300,,,,0.000000,515.81,1215,,6164.00,1.04,1.11,-0.020,,4.45,,1.6558
10275,Kepler-1434 b,0,8.05337912,,,,,,,,,6062.77,2.45,1.13,0.141,0.862,3.71,,0.1088
10276,Kepler-1434 b,0,8.05333618,0.080300,,,,0.000000,467.30,1186,,6350.00,1.44,1.06,-0.320,,4.15,,0.4274
10277,Kepler-1434 b,0,8.05334000,0.084000,,,,0.000000,,1205,,6354.00,1.55,1.23,,,4.15,3.510,
10278,Kepler-1434 b,0,8.05337912,0.089400,,,,0.000000,717.70,1320,,6231.00,2.06,1.47,0.240,,3.98,,0.4441
10279,Kepler-1434 b,0,8.05333618,0.080300,,,,0.000000,467.30,1186,,6350.00,1.44,1.06,-0.320,,4.15,,0.4274
10280,Kepler-1434 b,0,,,,,,,925.29,,,6251.00,2.32,,,,,,
10281,Kepler-1434 b,0,8.05286361,,,,,,,,,6062.77,2.45,1.13,0.141,0.862,3.71,,0.1088
10282,Kepler-1434 b,0,8.05333618,0.080300,,,,0.000000,467.30,1186,,6350.00,1.44,1.06,-0.320,,4.15,,0.4274
10283,Kepler-1434 b,0,8.05333618,,,,,,,,,6291.00,2.04,1.47,0.190,,3.98,2.570,
10284,Kepler-1435 b,0,4.45343281,0.056800,,,,0.000000,980.87,1427,,6664.00,1.34,1.24,-0.180,,4.27,,0.5497
10285,Kepler-1435 b,0,4.45342368,,,,,,,,,6360.19,1.41,1.26,-0.129,0.468,4.24,,0.6309
10286,Kepler-1435 b,0,4.45343281,,,,,,,,,6356.00,1.32,1.21,-0.030,,4.28,2.630,
10287,Kepler-1435 b,0,,,,,,,893.89,,,6234.00,1.40,,,,,,
10288,Kepler-1435 b,0,4.45343281,0.056800,,,,0.000000,980.87,1427,,6664.00,1.34,1.24,-0.180,,4.27,,0.5497
10289,Kepler-1435 b,0,4.45343281,0.056800,,,,0.000000,980.87,1427,,6664.00,1.34,1.24,-0.180,,4.27,,0.5497
10290,Kepler-1435 b,0,4.45342418,0.054600,,,,0.000000,740.51,1331,,6256.00,1.27,1.09,-0.080,,4.27,,0.4467
10291,Kepler-1435 b,0,4.45343400,0.057000,,,,0.000000,,1378,,6640.00,1.26,1.25,,,4.33,1.030,
10292,Kepler-1435 b,0,4.45342418,,,,,,,,,6360.19,1.41,1.26,-0.129,0.468,4.24,,0.6309
10293,Kepler-1436 b,0,9.70571600,0.088100,,,,0.000000,186.89,943,,6198.00,1.05,0.97,-0.360,,4.38,,0.2143
10294,Kepler-1436 b,0,9.70569300,0.090700,,,,0.000000,237.46,1001,,5808.00,1.39,1.06,0.140,,4.18,,0.0107
10295,Kepler-1436 b,0,9.70542000,0.092000,,,,0.000000,,962,,6227.00,1.13,1.10,,,4.37,2.590,
10296,Kepler-1436 b,0,9.70571600,0.088100,,,,0.000000,186.89,943,,6198.00,1.05,0.97,-0.360,,4.38,,0.2143
10297,Kepler-1436 b,0,9.70571600,0.088100,,,,0.000000,186.89,943,,6198.00,1.05,0.97,-0.360,,4.38,,0.2143
10298,Kepler-1436 b,0,,,,,,,772.08,,,5810.00,2.49,,,,,,
10299,Kepler-1436 b,0,9.70571600,,,,,,,,,5972.00,1.09,1.06,-0.010,,4.39,3.800,
10300,Kepler-1436 b,0,9.70569300,,,,,,,,,5844.00,2.45,1.05,,0.801,3.68,,0.1002
10301,Kepler-1437 b,0,10.92954610,0.095400,,,,0.000000,84.19,773,,5796.00,0.87,0.97,-0.120,,4.54,,0.3130
10302,Kepler-1437 b,0,10.92973609,,,,,,,,,5535.00,,,,,,,
10303,Kepler-1437 b,0,10.92948150,0.095100,,,,0.000000,83.14,770,,5792.00,0.86,0.96,-0.140,,4.55,,0.4430
10304,Kepler-1437 b,0,10.92948150,,,,,,,,,5535.00,,,,,,,
10305,Kepler-1437 b,0,10.92954610,,,,,,,,,5557.00,0.90,0.93,-0.020,,4.51,4.570,
10306,Kepler-1437 b,0,10.92954610,0.095400,,,,0.000000,84.19,773,,5796.00,0.87,0.97,-0.120,,4.54,,0.3130
10307,Kepler-1437 b,0,10.92944000,0.096000,,,,0.000000,,767,,5789.00,0.87,0.97,,,4.55,0.400,
10308,Kepler-1437 b,0,,,,,,,307.40,,,5803.00,1.66,,,,,,
10309,Kepler-1437 b,0,10.92954610,0.095400,,,,0.000000,84.19,773,,5796.00,0.87,0.97,-0.120,,4.54,,0.3130
10310,Kepler-1438 b,0,2.31942009,0.033000,,,,0.000000,561.12,1241,,5551.00,0.85,0.89,-0.100,,4.53,,3.6846
10311,Kepler-1438 b,0,2.31942009,,,,,,,,,5530.00,0.96,0.97,0.200,,4.46,5.370,
10312,Kepler-1438 b,0,2.31941571,0.034600,,,,0.000000,1164.84,1490,,5624.00,1.25,1.02,0.300,,4.26,,3.7238
10313,Kepler-1438 b,0,2.31942009,0.033000,,,,0.000000,561.12,1241,,5551.00,0.85,0.89,-0.100,,4.53,,3.6846
10314,Kepler-1438 b,0,2.31942009,0.033000,,,,0.000000,561.12,1241,,5551.00,0.85,0.89,-0.100,,4.53,,3.6846
10315,Kepler-1438 b,0,2.31941555,,,,,,,,,5403.00,1.31,0.94,,0.123,4.17,,0.5839
10316,Kepler-1438 b,0,2.31942600,0.033000,,,,0.000000,,1230,,5529.00,0.84,0.88,,,4.53,5.000,
10317,Kepler-1438 b,0,2.31941571,,,,,,,,,5403.00,1.31,0.94,,0.123,4.17,,0.5839
10318,Kepler-1439 b,0,8.07392849,,,,,,,,,3578.00,0.43,0.46,-0.030,,4.83,4.070,
10319,Kepler-1439 b,0,8.07397517,,,,,,,,,3548.00,0.45,0.44,,-1.544,4.78,,6.9855
10320,Kepler-1439 b,0,8.07400586,,,,,,,,,3548.00,0.45,0.44,,-1.544,4.78,,6.9855
10321,Kepler-1439 b,0,8.07394097,,,,,,,,,3548.00,0.45,0.44,,-1.544,4.78,,6.9855
10322,Kepler-1439 b,0,,,,,,,9.08,,,3679.00,0.44,,,,,,
10323,Kepler-1439 b,0,8.07392849,0.057900,,,,0.000000,5.60,392,,3471.00,0.38,0.40,0.000,,4.88,,4.7988
10324,Kepler-1439 b,0,8.07392849,0.057900,,,,0.000000,5.60,392,,3471.00,0.38,0.40,0.000,,4.88,,4.7988
10325,Kepler-1439 b,0,8.07392849,0.057900,,,,0.000000,5.60,392,,3471.00,0.38,0.40,0.000,,4.88,,4.7988
10326,Kepler-1439 b,0,8.07394097,0.059400,,,,0.000000,7.33,420,,3675.00,0.40,0.43,-0.320,,4.87,,0.4611
10327,Kepler-1439 b,0,8.07392000,0.062000,,,,0.000000,,532,,3679.00,0.67,0.49,,,4.48,,
10328,Kepler-144 b,0,,,,,,,426.72,,,6182.00,1.18,,,,,,
10329,Kepler-144 b,0,5.88527364,,,,,,,,,6042.38,1.26,1.12,-0.185,0.282,4.29,,0.7867
10330,Kepler-144 b,0,5.88528169,0.065200,,,,0.000000,353.44,1106,,6363.00,1.01,1.06,-0.320,,4.46,,7.1193
10331,Kepler-144 b,0,5.88528169,0.065200,,,,0.000000,353.44,1106,,6363.00,1.01,1.06,-0.320,,4.46,,7.1193
10332,Kepler-144 b,0,5.88527300,0.066000,,,,,,,,6075.00,1.24,,,,4.29,,
10333,Kepler-144 b,0,5.88528169,,,,,,,,,6274.00,1.47,1.24,0.030,,4.19,3.020,
10334,Kepler-144 b,0,5.88526957,,,,,,,,,6042.38,1.26,1.12,-0.185,0.282,4.29,,0.7867
10335,Kepler-144 b,0,5.88527653,,,,,,,,,6042.38,1.26,1.12,-0.185,0.282,4.29,,0.7867
10336,Kepler-144 b,0,5.88522100,0.067000,,,,0.000000,,1148,,6377.00,1.12,1.15,,,4.41,0.940,
10337,Kepler-144 b,0,5.88527364,0.065300,,,,0.000000,583.47,1253,,6070.00,1.43,1.07,-0.080,,4.16,,3.3725
10338,Kepler-144 b,0,5.88500000,0.066400,,,,,,1287,,6157.00,1.49,1.13,-0.020,,4.14,,
10339,Kepler-144 b,0,5.88528169,0.065200,,,,0.000000,353.44,1106,,6363.00,1.01,1.06,-0.320,,4.46,,7.1193
10340,Kepler-144 c,0,10.10466500,0.094000,,,,,,,,6075.00,1.24,,,,4.29,,
10341,Kepler-144 c,0,10.10463505,0.093500,,,,0.000000,171.87,923,,6363.00,1.01,1.06,-0.320,,4.46,,6.4233
10342,Kepler-144 c,0,10.10463505,0.093500,,,,0.000000,171.87,923,,6363.00,1.01,1.06,-0.320,,4.46,,6.4233
10343,Kepler-144 c,0,10.10463142,0.093700,,,,0.000000,283.38,1046,,6070.00,1.43,1.07,-0.080,,4.16,,3.7121
10344,Kepler-144 c,0,10.10455485,,,,,,,,,6042.38,1.26,1.12,-0.185,0.282,4.29,,0.7867
10345,Kepler-144 c,0,10.10464800,0.096000,,,,0.000000,,959,,6377.00,1.12,1.15,,,4.41,0.940,
10346,Kepler-144 c,0,10.10500000,0.095200,,,,,,1075,,6157.00,1.49,1.13,-0.020,,4.14,,
10347,Kepler-144 c,0,,,,,,,207.25,,,6182.00,1.18,,,,,,
10348,Kepler-144 c,0,10.10463142,,,,,,,,,6042.38,1.26,1.12,-0.185,0.282,4.29,,0.7867
10349,Kepler-144 c,0,10.10463505,0.093500,,,,0.000000,171.87,923,,6363.00,1.01,1.06,-0.320,,4.46,,6.4233
10350,Kepler-144 c,0,10.10460901,,,,,,,,,6042.38,1.26,1.12,-0.185,0.282,4.29,,0.7867
10351,Kepler-144 c,0,10.10463505,,,,,,,,,6274.00,1.47,1.24,0.030,,4.19,3.020,
10352,Kepler-1440 b,0,39.85948400,,,,,,,,,5698.00,0.96,0.98,0.040,,4.46,4.470,
10353,Kepler-1440 b,0,39.85948400,0.224500,,,,0.000000,24.87,570,,5906.00,1.07,0.95,-0.160,,4.35,,0.3526
10354,Kepler-1440 b,0,39.85736270,,,,,,,,,5667.00,1.60,1.01,,0.377,4.03,,0.3471
10355,Kepler-1440 b,0,39.85925000,0.226000,,,,0.000000,,570,,5900.00,1.08,0.97,,,4.35,7.100,
10356,Kepler-1440 b,0,39.85948400,0.224500,,,,0.000000,24.87,570,,5906.00,1.07,0.95,-0.160,,4.35,,0.3526
10357,Kepler-1440 b,0,,,,,,,44.73,,,5654.00,1.59,,,,,,
10358,Kepler-1440 b,0,39.85950500,0.227400,,,,0.000000,29.97,597,,5675.00,1.29,0.98,0.120,,4.21,,0.5307
10359,Kepler-1440 b,0,39.85948400,0.224500,,,,0.000000,24.87,570,,5906.00,1.07,0.95,-0.160,,4.35,,0.3526
10360,Kepler-1440 b,0,39.85969074,,,,,,,,,5667.00,1.60,1.01,,0.377,4.03,,0.3471
10361,Kepler-1440 b,0,39.85950500,,,,,,,,,5667.00,1.60,1.01,,0.377,4.03,,0.3471
10362,Kepler-1441 b,0,39.44092848,,,,,,,,,5572.13,1.56,0.98,0.068,0.325,4.04,,0.3643
10363,Kepler-1441 b,0,39.44207810,0.234600,,,,0.000000,51.14,682,,5430.00,1.90,1.11,0.160,,3.92,,0.7478
10364,Kepler-1441 b,0,39.43986217,,,,,,,,,5572.13,1.56,0.98,0.068,0.325,4.04,,0.3643
10365,Kepler-1441 b,0,39.44198390,0.220100,,,,0.000000,13.90,492,,5749.00,0.83,0.91,-0.240,,4.56,,0.8918
10366,Kepler-1441 b,0,39.44207810,,,,,,,,,5572.13,1.56,0.98,0.068,0.325,4.04,,0.3643
10367,Kepler-1441 b,0,39.44198390,,,,,,,,,5802.00,1.00,1.00,0.010,,4.45,3.890,
10368,Kepler-1441 b,0,39.44131000,0.224000,,,,0.000000,,499,,5765.00,0.86,0.97,,,4.55,0.400,
10369,Kepler-1441 b,0,39.44198390,0.220100,,,,0.000000,13.90,492,,5749.00,0.83,0.91,-0.240,,4.56,,0.8918
10370,Kepler-1441 b,0,39.44198390,0.220100,,,,0.000000,13.90,492,,5749.00,0.83,0.91,-0.240,,4.56,,0.8918
10371,Kepler-1441 b,0,,,,,,,33.05,,,5425.00,1.53,,,,,,
10372,Kepler-1442 b,0,81.41629410,0.377800,,,,0.000000,13.41,488,,6499.00,1.09,1.08,-0.340,,4.39,,0.2110
10373,Kepler-1442 b,0,81.41629410,0.377800,,,,0.000000,13.41,488,,6499.00,1.09,1.08,-0.340,,4.39,,0.2110
10374,Kepler-1442 b,0,81.41629410,0.377800,,,,0.000000,13.41,488,,6499.00,1.09,1.08,-0.340,,4.39,,0.2110
10375,Kepler-1442 b,0,81.41601380,,,,,,,,,6446.00,1.70,1.31,,0.651,4.10,,0.3781
10376,Kepler-1442 b,0,81.41601380,0.403900,,,,0.000000,17.53,522,,6352.00,1.40,1.32,0.320,,4.27,,0.0271
10377,Kepler-1442 b,0,81.41635082,,,,,,,,,6446.00,1.70,1.31,,0.651,4.10,,0.3781
10378,Kepler-1442 b,0,,,,,,,25.97,,,6388.00,1.68,,,,,,
10379,Kepler-1442 b,0,81.41765841,,,,,,,,,6446.00,1.70,1.31,,0.651,4.10,,0.3781
10380,Kepler-1442 b,0,81.41629410,,,,,,,,,6394.00,1.44,1.34,0.260,,4.25,1.700,
10381,Kepler-1443 b,0,2.41811321,0.035600,,,,0.000000,1443.27,1572,,6379.00,1.11,1.03,-0.300,,4.36,,0.9881
10382,Kepler-1443 b,0,2.41811321,,,,,,,,,6289.00,1.27,1.19,0.000,,4.30,2.630,
10383,Kepler-1443 b,0,,,,,,,2809.16,,,6344.00,1.62,,,,,,
10384,Kepler-1443 b,0,2.41811321,0.035600,,,,0.000000,1443.27,1572,,6379.00,1.11,1.03,-0.300,,4.36,,0.9881
10385,Kepler-1443 b,0,2.41810158,,,,,,,,,6347.00,1.58,1.26,,0.561,4.14,,0.4528
10386,Kepler-1443 b,0,2.41810661,,,,,,,,,6347.00,1.58,1.26,,0.561,4.14,,0.4528
10387,Kepler-1443 b,0,2.41811321,0.035600,,,,0.000000,1443.27,1572,,6379.00,1.11,1.03,-0.300,,4.36,,0.9881
10388,Kepler-1443 b,0,2.41810158,0.036800,,,,0.000000,1555.96,1602,,6258.00,1.24,1.14,0.000,,4.31,,2.1234
10389,Kepler-1444 b,0,33.42025398,,,,,,,,,5677.43,1.06,1.01,0.151,0.021,4.39,,1.1981
10390,Kepler-1444 b,0,,,,,,,25.94,,,5875.00,0.99,,,,,,
10391,Kepler-1444 b,0,33.42035034,0.202600,,,,0.000000,20.38,542,,5838.00,0.90,0.99,-0.080,,4.53,,1.1031
10392,Kepler-1444 b,0,33.42035034,0.202600,,,,0.000000,20.38,542,,5838.00,0.90,0.99,-0.080,,4.53,,1.1031
10393,Kepler-1444 b,0,33.42035034,0.202600,,,,0.000000,20.38,542,,5838.00,0.90,0.99,-0.080,,4.53,,1.1031
10394,Kepler-1444 b,0,33.42030010,0.201500,,,,0.000000,27.02,581,,5731.00,1.07,0.98,0.080,,4.37,,0.5139
10395,Kepler-1444 b,0,33.42035034,,,,,,,,,5810.00,1.05,1.03,0.060,,4.40,4.790,
10396,Kepler-1444 b,0,33.42030010,,,,,,,,,5677.43,1.06,1.01,0.151,0.021,4.39,,1.1981
10397,Kepler-1444 b,0,33.42044377,,,,,,,,,5677.43,1.06,1.01,0.151,0.021,4.39,,1.1981
10398,Kepler-1445 b,0,10.60052083,,,,,,,,,6173.11,1.29,1.18,-0.092,0.340,4.29,,0.7703
10399,Kepler-1445 b,0,10.60052251,0.094900,,,,0.000000,162.57,911,,6086.00,1.09,1.01,-0.140,,4.37,,0.6509
10400,Kepler-1445 b,0,10.60052083,0.094800,,,,0.000000,224.28,987,,6035.00,1.30,1.01,-0.160,,4.21,,0.3306
10401,Kepler-1445 b,0,10.60052251,,,,,,,,,6150.00,1.26,1.13,-0.030,,4.28,3.800,
10402,Kepler-1445 b,0,10.60047702,,,,,,,,,6173.11,1.29,1.18,-0.092,0.340,4.29,,0.7703
10403,Kepler-1445 b,0,10.60052251,0.094900,,,,0.000000,162.57,911,,6086.00,1.09,1.01,-0.140,,4.37,,0.6509
10404,Kepler-1445 b,0,10.60052251,0.094900,,,,0.000000,162.57,911,,6086.00,1.09,1.01,-0.140,,4.37,,0.6509
10405,Kepler-1445 b,0,,,,,,,248.55,,,6078.00,1.35,,,,,,
10406,Kepler-1446 b,0,0.68996787,,,,,,,,,4789.74,0.69,0.77,0.244,-0.651,4.65,,3.3751
10407,Kepler-1446 b,0,0.68996783,0.015100,,,,0.000000,6665.50,2304,,4854.00,1.75,0.97,0.560,,3.94,,3.3960
10408,Kepler-1446 b,0,0.68996787,0.014100,,,,0.000000,1336.82,1539,,4872.00,0.73,0.81,0.100,,4.62,,3.7711
10409,Kepler-1446 b,0,,,,,,,1213.33,,,4848.00,0.70,,,,,,
10410,Kepler-1446 b,0,0.68996758,,,,,,,,,4789.74,0.69,0.77,0.244,-0.651,4.65,,3.3751
10411,Kepler-1446 b,0,0.68996783,0.015100,,,,0.000000,6665.50,2304,,4854.00,1.75,0.97,0.560,,3.94,,3.3960
10412,Kepler-1446 b,0,0.68996783,0.015100,,,,0.000000,6665.50,2304,,4854.00,1.75,0.97,0.560,,3.94,,3.3960
10413,Kepler-1446 b,0,0.68996817,,,,,,,,,4789.74,0.69,0.77,0.244,-0.651,4.65,,3.3751
10414,Kepler-1446 b,0,0.68996783,,,,,,,,,4865.00,0.75,0.81,0.110,,4.60,2.630,
10415,Kepler-1447 b,0,56.67440829,,,,,,,,,5634.00,1.00,1.00,,-0.042,4.44,,1.4105
10416,Kepler-1447 b,0,56.67466660,,,,,,,,,5634.00,1.00,1.00,,-0.042,4.44,,1.4105
10417,Kepler-1447 b,0,56.67472850,,,,,,,,,5722.00,0.95,0.97,-0.030,,4.47,4.170,
10418,Kepler-1447 b,0,56.67472850,0.291900,,,,0.000000,11.32,468,,5910.00,0.94,1.03,-0.020,,4.50,,3.1052
10419,Kepler-1447 b,0,56.67466525,,,,,,,,,5634.00,1.00,1.00,,-0.042,4.44,,1.4105
10420,Kepler-1447 b,0,56.67472850,0.291900,,,,0.000000,11.32,468,,5910.00,0.94,1.03,-0.020,,4.50,,3.1052
10421,Kepler-1447 b,0,,,,,,,10.35,,,5546.00,0.99,,,,,,
10422,Kepler-1447 b,0,56.67466660,0.283600,,,,0.000000,17.59,522,,5541.00,1.29,0.94,0.140,,4.19,,1.5487
10423,Kepler-1447 b,0,56.67472850,0.291900,,,,0.000000,11.32,468,,5910.00,0.94,1.03,-0.020,,4.50,,3.1052
10424,Kepler-1448 b,0,,,,,,,86.64,,,6089.00,0.89,,,,,,
10425,Kepler-1448 b,0,12.27065865,0.105800,,,,0.000000,102.25,811,,6075.00,0.97,1.05,-0.120,,4.49,,3.5273
10426,Kepler-1448 b,0,12.27065865,,,,,,,,,5774.00,0.93,0.95,-0.160,,4.49,3.550,
10427,Kepler-1448 b,0,12.27078741,,,,,,,,,5783.09,0.92,1.04,-0.030,-0.069,4.53,,1.8841
10428,Kepler-1448 b,0,12.27057043,0.105800,,,,0.000000,102.25,811,,6075.00,0.97,1.05,-0.120,,4.49,,4.0070
10429,Kepler-1448 b,0,12.27054812,,,,,,,,,5783.09,0.92,1.04,-0.030,-0.069,4.53,,1.8841
10430,Kepler-1448 b,0,12.27065865,0.105800,,,,0.000000,102.25,811,,6075.00,0.97,1.05,-0.120,,4.49,,3.5273
10431,Kepler-1448 b,0,12.27057043,,,,,,,,,5783.09,0.92,1.04,-0.030,-0.069,4.53,,1.8841
10432,Kepler-1448 b,0,12.27065865,0.105800,,,,0.000000,102.25,811,,6075.00,0.97,1.05,-0.120,,4.49,,3.5273
10433,Kepler-1449 b,0,,,,,,,271.88,,,6280.00,1.64,,,,,,
10434,Kepler-1449 b,0,13.22745280,0.117600,,,,0.000000,133.34,867,,6269.00,1.16,1.24,0.210,,4.41,,0.5098
10435,Kepler-1449 b,0,13.22745280,0.117600,,,,0.000000,133.34,867,,6269.00,1.16,1.24,0.210,,4.41,,0.5098
10436,Kepler-1449 b,0,13.22747530,0.117600,,,,0.000000,133.34,867,,6269.00,1.16,1.24,0.210,,4.41,,0.1052
10437,Kepler-1449 b,0,13.22745280,,,,,,,,,5979.00,1.10,1.08,0.040,,4.39,3.470,
10438,Kepler-1449 b,0,13.22745280,0.117600,,,,0.000000,133.34,867,,6269.00,1.16,1.24,0.210,,4.41,,0.5098
10439,Kepler-1449 b,0,13.22742265,,,,,,,,,5821.00,1.77,1.05,,0.509,3.97,,0.2688
10440,Kepler-1449 b,0,13.22747530,,,,,,,,,5821.00,1.77,1.05,,0.509,3.97,,0.2688
10441,Kepler-145 b,0,22.95068896,0.173200,,,,0.000000,145.50,886,,6144.00,1.85,1.32,0.130,,4.02,,1.9435
10442,Kepler-145 b,0,22.95036000,0.172000,,,,0.000000,,902,,6022.00,1.98,1.28,,,3.95,4.210,
10443,Kepler-145 b,0,22.95059544,,,,,,,,,6080.60,2.00,1.14,-0.001,0.692,3.89,,0.2015
10444,Kepler-145 b,0,22.95062278,0.169900,,,,0.000000,137.23,873,,6143.00,1.76,1.24,0.120,,4.04,,0.6784
10445,Kepler-145 b,0,,,,,,,154.71,,,6110.00,1.89,,,,,,
10446,Kepler-145 b,0,22.95049567,,,,,,,,,6080.60,2.00,1.14,-0.001,0.692,3.89,,0.2015
10447,Kepler-145 b,0,22.95068896,,,,,,,,,6200.00,1.89,1.37,0.100,,4.02,3.240,
10448,Kepler-145 b,0,22.95100000,,37.10000,37.10000,,,,,,,1.85,1.32,,,4.02,,
10449,Kepler-145 b,0,22.95068896,0.173200,,,,0.000000,145.50,886,,6144.00,1.85,1.32,0.130,,4.02,,1.9435
10450,Kepler-145 b,0,22.95062278,,,,,,,,,6080.60,2.00,1.14,-0.001,0.692,3.89,,0.2015
10451,Kepler-145 b,0,22.95102000,,,,,0.430000,,,,6080.60,2.00,1.14,-0.001,0.692,3.89,,0.2015
10452,Kepler-145 b,0,22.95068896,0.173200,,,,0.000000,145.50,886,,6144.00,1.85,1.32,0.130,,4.02,,1.9435
10453,Kepler-145 c,0,42.88254000,,,,,0.110000,,,,6080.60,2.00,1.14,-0.001,0.692,3.89,,0.2015
10454,Kepler-145 c,0,42.88247951,0.257800,,,,0.000000,59.60,709,,6143.00,1.76,1.24,0.120,,4.04,,0.3252
10455,Kepler-145 c,0,,,,,,,67.19,,,6110.00,1.89,,,,,,
10456,Kepler-145 c,0,42.88247951,,,,,,,,,6080.60,2.00,1.14,-0.001,0.692,3.89,,0.2015
10457,Kepler-145 c,0,42.88232415,,,,,,,,,6200.00,1.89,1.37,0.100,,4.02,3.240,
10458,Kepler-145 c,0,42.88232415,0.262700,,,,0.000000,63.25,719,,6144.00,1.85,1.32,0.130,,4.02,,0.1567
10459,Kepler-145 c,0,42.88233549,,,,,,,,,6080.60,2.00,1.14,-0.001,0.692,3.89,,0.2015
10460,Kepler-145 c,0,42.88232415,0.262700,,,,0.000000,63.25,719,,6144.00,1.85,1.32,0.130,,4.02,,0.1567
10461,Kepler-145 c,0,42.88232415,0.262700,,,,0.000000,63.25,719,,6144.00,1.85,1.32,0.130,,4.02,,0.1567
10462,Kepler-145 c,0,42.88200000,,79.40000,79.40000,,,,,,,1.85,1.32,,,4.02,,
10463,Kepler-145 c,0,42.88255000,0.261000,,,,0.000000,,732,,6022.00,1.98,1.28,,,3.95,4.210,
10464,Kepler-145 c,0,42.88250524,,,,,,,,,6080.60,2.00,1.14,-0.001,0.692,3.89,,0.2015
10465,Kepler-1450 b,0,54.50941660,,,,,,,,,4524.00,0.68,0.71,-0.020,,4.63,4.370,
10466,Kepler-1450 b,0,54.50915490,0.240100,,,,0.000000,2.13,308,,4406.00,0.60,0.62,-0.340,,4.67,,0.2545
10467,Kepler-1450 b,0,,,,,,,3.08,,,4408.00,0.72,,,,,,
10468,Kepler-1450 b,0,54.50941660,0.239200,,,,0.000000,2.19,310,,4405.00,0.61,0.61,-0.340,,4.66,,6.5345
10469,Kepler-1450 b,0,54.50941660,0.239200,,,,0.000000,2.19,310,,4405.00,0.61,0.61,-0.340,,4.66,,6.5345
10470,Kepler-1450 b,0,54.50915490,,,,,,,,,4581.87,0.66,0.72,0.191,-0.768,4.66,,3.6004
10471,Kepler-1450 b,0,54.50941660,0.239200,,,,0.000000,2.19,310,,4405.00,0.61,0.61,-0.340,,4.66,,6.5345
10472,Kepler-1450 b,0,54.50894148,,,,,,,,,4581.87,0.66,0.72,0.191,-0.768,4.66,,3.6004
10473,Kepler-1450 b,0,54.50886620,,,,,,,,,4581.87,0.66,0.72,0.191,-0.768,4.66,,3.6004
10474,Kepler-1451 b,0,35.62223300,0.209700,,,,0.000000,17.42,521,,5796.00,0.87,0.97,-0.120,,4.54,,0.2725
10475,Kepler-1451 b,0,35.62255280,0.210100,,,,0.000000,17.67,523,,5799.00,0.88,0.97,-0.100,,4.54,,2.5611
10476,Kepler-1451 b,0,35.62223300,,,,,,,,,5782.00,0.99,1.00,0.010,,4.45,4.170,
10477,Kepler-1451 b,0,35.62223300,0.209700,,,,0.000000,17.42,521,,5796.00,0.87,0.97,-0.120,,4.54,,0.2725
10478,Kepler-1451 b,0,35.62223300,0.209700,,,,0.000000,17.42,521,,5796.00,0.87,0.97,-0.120,,4.54,,0.2725
10479,Kepler-1451 b,0,,,,,,,18.75,,,5804.00,0.90,,,,,,
10480,Kepler-1451 b,0,35.62255280,,,,,,,,,5576.00,0.93,0.98,,-0.119,4.49,,1.6961
10481,Kepler-1451 b,0,35.62219812,,,,,,,,,5576.00,0.93,0.98,,-0.119,4.49,,1.6961
10482,Kepler-1452 b,0,42.91375100,,,,,,,,,6101.00,2.06,1.41,0.140,,3.95,3.240,
10483,Kepler-1452 b,0,42.91375100,0.245700,,,,0.000000,31.37,604,,6148.00,1.22,1.07,-0.040,,4.30,,2.5783
10484,Kepler-1452 b,0,42.91375100,0.245700,,,,0.000000,31.37,604,,6148.00,1.22,1.07,-0.040,,4.30,,2.5783
